
[START] task=easy seed=1
[STEP] step=1 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=47 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 47, 'collision_rate': 1.0425531914893618}
[STEP] step=48 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 48, 'collision_rate': 1.0625}
[STEP] step=49 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 49, 'collision_rate': 1.0612244897959184}
[STEP] step=50 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 50, 'collision_rate': 1.08}
[STEP] step=51 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 51, 'collision_rate': 1.0784313725490196}
[STEP] step=52 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 52, 'collision_rate': 1.0961538461538463}
[STEP] step=53 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 53, 'collision_rate': 1.0943396226415094}
[STEP] step=54 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 54, 'collision_rate': 1.1111111111111112}
[STEP] step=55 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 55, 'collision_rate': 1.1090909090909091}
[STEP] step=56 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 56, 'collision_rate': 1.125}
[STEP] step=57 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 57, 'collision_rate': 1.1228070175438596}
[STEP] step=58 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 58, 'collision_rate': 1.1379310344827587}
[STEP] step=59 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 59, 'collision_rate': 1.1355932203389831}
[STEP] step=60 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 60, 'collision_rate': 1.15}
[STEP] step=61 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 61, 'collision_rate': 1.1475409836065573}
[STEP] step=62 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 62, 'collision_rate': 1.1612903225806452}
[STEP] step=63 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 63, 'collision_rate': 1.1587301587301588}
[STEP] step=64 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 64, 'collision_rate': 1.171875}
[STEP] step=65 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 65, 'collision_rate': 1.1692307692307693}
[STEP] step=66 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 66, 'collision_rate': 1.1818181818181819}
[STEP] step=67 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 67, 'collision_rate': 1.1791044776119404}
[STEP] step=68 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 68, 'collision_rate': 1.1911764705882353}
[STEP] step=69 actions=[2, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 69, 'collision_rate': 1.1884057971014492}
[STEP] step=70 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 70, 'collision_rate': 1.2}
[STEP] step=71 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 71, 'collision_rate': 1.1971830985915493}
[STEP] step=72 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 72, 'collision_rate': 1.2083333333333333}
[STEP] step=73 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 73, 'collision_rate': 1.1917808219178083}
[STEP] step=74 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 74, 'collision_rate': 1.1756756756756757}
[STEP] step=75 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 75, 'collision_rate': 1.16}
[STEP] step=76 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 76, 'collision_rate': 1.144736842105263}
[STEP] step=77 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 77, 'collision_rate': 1.12987012987013}
[STEP] step=78 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 78, 'collision_rate': 1.1153846153846154}
[STEP] step=79 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 79, 'collision_rate': 1.1012658227848102}
[STEP] step=80 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 80, 'collision_rate': 1.0875}
[END] task=easy score=0.65

[START] task=easy seed=99
[STEP] step=1 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[3, 5] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[4, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 11, 'collision_rate': 0.0}
[STEP] step=12 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 12, 'collision_rate': 0.0}
[STEP] step=13 actions=[2, 6] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 13, 'collision_rate': 0.0}
[STEP] step=14 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 14, 'collision_rate': 0.0}
[STEP] step=15 actions=[1, 5] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 15, 'collision_rate': 0.0}
[STEP] step=16 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 16, 'collision_rate': 0.0625}
[STEP] step=17 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 17, 'collision_rate': 0.17647058823529413}
[STEP] step=18 actions=[6, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 18, 'collision_rate': 0.2222222222222222}
[STEP] step=19 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 19, 'collision_rate': 0.21052631578947367}
[STEP] step=20 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 20, 'collision_rate': 0.2}
[STEP] step=21 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 21, 'collision_rate': 0.19047619047619047}
[STEP] step=22 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 22, 'collision_rate': 0.18181818181818182}
[STEP] step=23 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 23, 'collision_rate': 0.17391304347826086}
[STEP] step=24 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 24, 'collision_rate': 0.16666666666666666}
[STEP] step=25 actions=[5, 0] info={'deliveries': 1, 'total_deliveries': 2, 'step_count': 25, 'collision_rate': 0.16}
[STEP] step=26 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 26, 'collision_rate': 0.19230769230769232}
[STEP] step=27 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 27, 'collision_rate': 0.18518518518518517}
[STEP] step=28 actions=[4, 4] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 28, 'collision_rate': 0.17857142857142858}
[STEP] step=29 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 29, 'collision_rate': 0.1724137931034483}
[STEP] step=30 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 30, 'collision_rate': 0.16666666666666666}
[STEP] step=31 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 31, 'collision_rate': 0.16129032258064516}
[STEP] step=32 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 32, 'collision_rate': 0.15625}
[STEP] step=33 actions=[4, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 33, 'collision_rate': 0.15151515151515152}
[STEP] step=34 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 34, 'collision_rate': 0.17647058823529413}
[STEP] step=35 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 35, 'collision_rate': 0.2}
[STEP] step=36 actions=[4, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 36, 'collision_rate': 0.19444444444444445}
[STEP] step=37 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 37, 'collision_rate': 0.21621621621621623}
[STEP] step=38 actions=[6, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 38, 'collision_rate': 0.21052631578947367}
[STEP] step=39 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 39, 'collision_rate': 0.23076923076923078}
[STEP] step=40 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 40, 'collision_rate': 0.225}
[STEP] step=41 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 41, 'collision_rate': 0.21951219512195122}
[STEP] step=42 actions=[0, 5] info={'deliveries': 1, 'total_deliveries': 3, 'step_count': 42, 'collision_rate': 0.21428571428571427}
[STEP] step=43 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 43, 'collision_rate': 0.20930232558139536}
[STEP] step=44 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 44, 'collision_rate': 0.20454545454545456}
[STEP] step=45 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 45, 'collision_rate': 0.2222222222222222}
[STEP] step=46 actions=[2, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 46, 'collision_rate': 0.21739130434782608}
[STEP] step=47 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 47, 'collision_rate': 0.2127659574468085}
[STEP] step=48 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 48, 'collision_rate': 0.20833333333333334}
[STEP] step=49 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 49, 'collision_rate': 0.20408163265306123}
[STEP] step=50 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 50, 'collision_rate': 0.22}
[STEP] step=51 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 51, 'collision_rate': 0.21568627450980393}
[STEP] step=52 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 52, 'collision_rate': 0.23076923076923078}
[STEP] step=53 actions=[6, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 53, 'collision_rate': 0.22641509433962265}
[STEP] step=54 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 54, 'collision_rate': 0.2222222222222222}
[STEP] step=55 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 55, 'collision_rate': 0.21818181818181817}
[STEP] step=56 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 56, 'collision_rate': 0.21428571428571427}
[STEP] step=57 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 57, 'collision_rate': 0.21052631578947367}
[STEP] step=58 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 58, 'collision_rate': 0.20689655172413793}
[STEP] step=59 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 59, 'collision_rate': 0.2033898305084746}
[STEP] step=60 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 60, 'collision_rate': 0.2}
[STEP] step=61 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 61, 'collision_rate': 0.19672131147540983}
[STEP] step=62 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 62, 'collision_rate': 0.20967741935483872}
[STEP] step=63 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 63, 'collision_rate': 0.20634920634920634}
[STEP] step=64 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 64, 'collision_rate': 0.203125}
[STEP] step=65 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 65, 'collision_rate': 0.2153846153846154}
[STEP] step=66 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 66, 'collision_rate': 0.22727272727272727}
[STEP] step=67 actions=[6, 4] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 67, 'collision_rate': 0.22388059701492538}
[STEP] step=68 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 68, 'collision_rate': 0.22058823529411764}
[STEP] step=69 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 69, 'collision_rate': 0.21739130434782608}
[STEP] step=70 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 70, 'collision_rate': 0.21428571428571427}
[STEP] step=71 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 71, 'collision_rate': 0.2112676056338028}
[STEP] step=72 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 72, 'collision_rate': 0.20833333333333334}
[STEP] step=73 actions=[4, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 73, 'collision_rate': 0.2054794520547945}
[STEP] step=74 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 74, 'collision_rate': 0.20270270270270271}
[STEP] step=75 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 75, 'collision_rate': 0.21333333333333335}
[STEP] step=76 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 76, 'collision_rate': 0.21052631578947367}
[STEP] step=77 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 77, 'collision_rate': 0.22077922077922077}
[STEP] step=78 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 78, 'collision_rate': 0.21794871794871795}
[STEP] step=79 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 79, 'collision_rate': 0.22784810126582278}
[STEP] step=80 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 80, 'collision_rate': 0.225}
[END] task=easy score=0.95

[START] task=easy seed=123
[STEP] step=1 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[4, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[5, 3] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[1, 4] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[2, 6] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 11, 'collision_rate': 0.0}
[STEP] step=12 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 12, 'collision_rate': 0.0}
[STEP] step=13 actions=[1, 5] info={'deliveries': 1, 'total_deliveries': 2, 'step_count': 13, 'collision_rate': 0.0}
[STEP] step=14 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 14, 'collision_rate': 0.0}
[STEP] step=15 actions=[4, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 15, 'collision_rate': 0.0}
[STEP] step=16 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 16, 'collision_rate': 0.0}
[STEP] step=17 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 17, 'collision_rate': 0.0}
[STEP] step=18 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 18, 'collision_rate': 0.0}
[STEP] step=19 actions=[0, 6] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 19, 'collision_rate': 0.0}
[STEP] step=20 actions=[5, 1] info={'deliveries': 1, 'total_deliveries': 3, 'step_count': 20, 'collision_rate': 0.0}
[STEP] step=21 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 21, 'collision_rate': 0.0}
[STEP] step=22 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 22, 'collision_rate': 0.0}
[STEP] step=23 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 23, 'collision_rate': 0.0}
[STEP] step=24 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 24, 'collision_rate': 0.0}
[STEP] step=25 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 25, 'collision_rate': 0.0}
[STEP] step=26 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 26, 'collision_rate': 0.0}
[STEP] step=27 actions=[5, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 27, 'collision_rate': 0.0}
[STEP] step=28 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 28, 'collision_rate': 0.0}
[STEP] step=29 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 29, 'collision_rate': 0.0}
[STEP] step=30 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 30, 'collision_rate': 0.0}
[STEP] step=31 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 31, 'collision_rate': 0.0}
[STEP] step=32 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 32, 'collision_rate': 0.0}
[STEP] step=33 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 33, 'collision_rate': 0.0}
[STEP] step=34 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 34, 'collision_rate': 0.0}
[STEP] step=35 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 35, 'collision_rate': 0.0}
[STEP] step=36 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 36, 'collision_rate': 0.0}
[STEP] step=37 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 37, 'collision_rate': 0.0}
[STEP] step=38 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 38, 'collision_rate': 0.0}
[STEP] step=39 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 39, 'collision_rate': 0.0}
[STEP] step=40 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 40, 'collision_rate': 0.0}
[STEP] step=41 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 41, 'collision_rate': 0.0}
[STEP] step=42 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 42, 'collision_rate': 0.0}
[STEP] step=43 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 43, 'collision_rate': 0.0}
[STEP] step=44 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 44, 'collision_rate': 0.0}
[STEP] step=45 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 45, 'collision_rate': 0.0}
[STEP] step=46 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 46, 'collision_rate': 0.0}
[STEP] step=47 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 47, 'collision_rate': 0.0}
[STEP] step=48 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 48, 'collision_rate': 0.0}
[STEP] step=49 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 49, 'collision_rate': 0.0}
[STEP] step=50 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 50, 'collision_rate': 0.0}
[STEP] step=51 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 51, 'collision_rate': 0.0}
[STEP] step=52 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 52, 'collision_rate': 0.0}
[STEP] step=53 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 53, 'collision_rate': 0.0}
[STEP] step=54 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 54, 'collision_rate': 0.0}
[STEP] step=55 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 55, 'collision_rate': 0.0}
[STEP] step=56 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 56, 'collision_rate': 0.0}
[STEP] step=57 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 57, 'collision_rate': 0.0}
[STEP] step=58 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 58, 'collision_rate': 0.0}
[STEP] step=59 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 59, 'collision_rate': 0.0}
[STEP] step=60 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 60, 'collision_rate': 0.0}
[STEP] step=61 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 61, 'collision_rate': 0.0}
[STEP] step=62 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 62, 'collision_rate': 0.0}
[STEP] step=63 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 63, 'collision_rate': 0.0}
[STEP] step=64 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 64, 'collision_rate': 0.0}
[STEP] step=65 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 65, 'collision_rate': 0.0}
[STEP] step=66 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 66, 'collision_rate': 0.0}
[STEP] step=67 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 67, 'collision_rate': 0.0}
[STEP] step=68 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 68, 'collision_rate': 0.0}
[STEP] step=69 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 69, 'collision_rate': 0.0}
[STEP] step=70 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 70, 'collision_rate': 0.0}
[STEP] step=71 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 71, 'collision_rate': 0.0}
[STEP] step=72 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 72, 'collision_rate': 0.0}
[STEP] step=73 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 73, 'collision_rate': 0.0}
[STEP] step=74 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 74, 'collision_rate': 0.0}
[STEP] step=75 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 75, 'collision_rate': 0.0}
[STEP] step=76 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 76, 'collision_rate': 0.0}
[STEP] step=77 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 77, 'collision_rate': 0.0}
[STEP] step=78 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 78, 'collision_rate': 0.0}
[STEP] step=79 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 79, 'collision_rate': 0.0}
[STEP] step=80 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 80, 'collision_rate': 0.0}
[END] task=easy score=1.00

[START] task=medium seed=1
[STEP] step=1 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[4, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.09090909090909091}
[STEP] step=12 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.08333333333333333}
[STEP] step=13 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.07692307692307693}
[STEP] step=14 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.07142857142857142}
[STEP] step=15 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.06666666666666667}
